x_index,x_name,x_id,x_type,x_source
3177,LINC02870,170393,gene/protein,NCBI
3178,CCNB3,85417,gene/protein,NCBI
3179,STXBP1,6812,gene/protein,NCBI
3180,POLR1C,9533,gene/protein,NCBI
3181,MRPS9,64965,gene/protein,NCBI
3182,CLEC7A,64581,gene/protein,NCBI
3183,SPATA17,128153,gene/protein,NCBI
3184,TIMM10B,26515,gene/protein,NCBI
3185,PIK3R3,8503,gene/protein,NCBI
3186,REV3L,5980,gene/protein,NCBI
3187,ASCC1,51008,gene/protein,NCBI
3188,TRAPPC2L,51693,gene/protein,NCBI
3189,SLC13A2,9058,gene/protein,NCBI
3190,SLC10A6,345274,gene/protein,NCBI
3191,SLC22A5,6584,gene/protein,NCBI
3192,LRRTM2,26045,gene/protein,NCBI
3193,STRN3,29966,gene/protein,NCBI
3194,MED13,9969,gene/protein,NCBI
3195,GCM1,8521,gene/protein,NCBI
3196,SLAMF1,6504,gene/protein,NCBI
3197,FBN3,84467,gene/protein,NCBI
3198,KLF2,10365,gene/protein,NCBI
3199,OGT,8473,gene/protein,NCBI
3200,SGTB,54557,gene/protein,NCBI
3201,ZKSCAN8,7745,gene/protein,NCBI
3202,LATS1,9113,gene/protein,NCBI
3203,PKM,5315,gene/protein,NCBI
3204,ZNF107,51427,gene/protein,NCBI
3205,SRRT,51593,gene/protein,NCBI
3206,IGFALS,3483,gene/protein,NCBI
3207,NABP2,79035,gene/protein,NCBI
3208,GPR37L1,9283,gene/protein,NCBI
3209,KCTD16,57528,gene/protein,NCBI
3210,CNTN3,5067,gene/protein,NCBI
3211,MED8,112950,gene/protein,NCBI
3212,MRM3,55178,gene/protein,NCBI
3213,LCOR,84458,gene/protein,NCBI
3214,HBG1,3047,gene/protein,NCBI
3215,RPS6KA1,6195,gene/protein,NCBI
3216,ENPP1,5167,gene/protein,NCBI
3217,THAP4,51078,gene/protein,NCBI
3218,PAK6,56924,gene/protein,NCBI
3219,APH1B,83464,gene/protein,NCBI
3220,RAD51,5888,gene/protein,NCBI
3221,NFE2L3,9603,gene/protein,NCBI
3222,MRPL24,79590,gene/protein,NCBI
3223,MYNN,55892,gene/protein,NCBI
3224,KRT28,162605,gene/protein,NCBI
3225,UFSP1,402682,gene/protein,NCBI
3226,POGZ,23126,gene/protein,NCBI
3227,SMCHD1,23347,gene/protein,NCBI
3228,RAB40B,10966,gene/protein,NCBI
3229,ILKAP,80895,gene/protein,NCBI
3230,ZNF549,256051,gene/protein,NCBI
3231,EPB41L4A,64097,gene/protein,NCBI
3232,IGHM,3507,gene/protein,NCBI
3233,B9D1,27077,gene/protein,NCBI
3234,IL4,3565,gene/protein,NCBI
3235,PDX1,3651,gene/protein,NCBI
3236,FOXD4L1,200350,gene/protein,NCBI
3237,TP53BP2,7159,gene/protein,NCBI
3238,TXNDC17,84817,gene/protein,NCBI
3239,MIP,4284,gene/protein,NCBI
3240,FAM174A,345757,gene/protein,NCBI
3241,MED29,55588,gene/protein,NCBI
3242,PLXNB1,5364,gene/protein,NCBI
3243,DTL,51514,gene/protein,NCBI
3244,SLC30A5,64924,gene/protein,NCBI
3245,NOSIP,51070,gene/protein,NCBI
3246,KCNK5,8645,gene/protein,NCBI
3247,MOAP1,64112,gene/protein,NCBI
3248,PDZK1IP1,10158,gene/protein,NCBI
3249,DHX58,79132,gene/protein,NCBI
3250,CXCL16,58191,gene/protein,NCBI
3251,SNW1,22938,gene/protein,NCBI
3252,NECAB1,64168,gene/protein,NCBI
3253,DYNC2LI1,51626,gene/protein,NCBI
3254,RIPPLY1,92129,gene/protein,NCBI
3255,VCY1B,353513,gene/protein,NCBI
3256,IRF4,3662,gene/protein,NCBI
3257,CAMTA2,23125,gene/protein,NCBI
3258,HADHB,3032,gene/protein,NCBI
3259,CEP70,80321,gene/protein,NCBI
3260,BRD8,10902,gene/protein,NCBI
3261,TXNDC11,51061,gene/protein,NCBI
3262,PALM2AKAP2,445815,gene/protein,NCBI
3263,GLIS2,84662,gene/protein,NCBI
3264,ARRDC3,57561,gene/protein,NCBI
3265,CIB1,10519,gene/protein,NCBI
3266,ACSL4,2182,gene/protein,NCBI
3267,DYM,54808,gene/protein,NCBI
3268,PTPN13,5783,gene/protein,NCBI
3269,KDM5A,5927,gene/protein,NCBI
3270,SLC25A16,8034,gene/protein,NCBI
3271,TNMD,64102,gene/protein,NCBI
3272,LYL1,4066,gene/protein,NCBI
3273,MAPK13,5603,gene/protein,NCBI
3274,SOCS6,9306,gene/protein,NCBI
3275,DLGAP4,22839,gene/protein,NCBI
3276,ABCC5,10057,gene/protein,NCBI
3277,RYR1,6261,gene/protein,NCBI
3278,FNDC3A,22862,gene/protein,NCBI
3279,AP3M1,26985,gene/protein,NCBI
3280,MAT2A,4144,gene/protein,NCBI
3281,TLE1,7088,gene/protein,NCBI
3282,F11R,50848,gene/protein,NCBI
3283,UNG,7374,gene/protein,NCBI
3284,TMBIM1,64114,gene/protein,NCBI
3285,XRN2,22803,gene/protein,NCBI
3286,TAF9,6880,gene/protein,NCBI
3287,SRA1,10011,gene/protein,NCBI
3288,BRWD1,54014,gene/protein,NCBI
3289,NF2,4771,gene/protein,NCBI
3290,DYNLL1,8655,gene/protein,NCBI
3291,STOML2,30968,gene/protein,NCBI
3292,TAX1BP3,30851,gene/protein,NCBI
3293,HDAC9,9734,gene/protein,NCBI
3294,RPL9,6133,gene/protein,NCBI
3295,CDCA7,83879,gene/protein,NCBI
3296,KRTAP10-5,386680,gene/protein,NCBI
3297,RAMAC,83640,gene/protein,NCBI
3298,PRKCI,5584,gene/protein,NCBI
3299,DDX17,10521,gene/protein,NCBI
3300,UBE2O,63893,gene/protein,NCBI
3301,DZIP1L,199221,gene/protein,NCBI
3302,PPP2R5D,5528,gene/protein,NCBI
3303,CDHR5,53841,gene/protein,NCBI
3304,VTN,7448,gene/protein,NCBI
3305,TRBC2,28638,gene/protein,NCBI
3306,PRSS50,29122,gene/protein,NCBI
3307,GSC2,2928,gene/protein,NCBI
3308,RPL7,6129,gene/protein,NCBI
3309,LILRB1,10859,gene/protein,NCBI
3310,RPL5,6125,gene/protein,NCBI
3311,UCHL1,7345,gene/protein,NCBI
3312,C5AR2,27202,gene/protein,NCBI
3313,SPC24,147841,gene/protein,NCBI
3314,GAS6,2621,gene/protein,NCBI
3315,NFYB,4801,gene/protein,NCBI
3316,ECHDC1,55862,gene/protein,NCBI
3317,IFNA8,3445,gene/protein,NCBI
3318,ZNF521,25925,gene/protein,NCBI
3319,BAG3,9531,gene/protein,NCBI
3320,LGALS7,3963,gene/protein,NCBI
3321,POLD3,10714,gene/protein,NCBI
3322,RPS6KA4,8986,gene/protein,NCBI
3323,CUEDC1,404093,gene/protein,NCBI
3324,USP5,8078,gene/protein,NCBI
3325,SURF2,6835,gene/protein,NCBI
3326,ZNF224,7767,gene/protein,NCBI
3327,CES3,23491,gene/protein,NCBI
3328,SIRT6,51548,gene/protein,NCBI
3329,NR2E3,10002,gene/protein,NCBI
3330,PPARGC1B,133522,gene/protein,NCBI
3331,DDX19B,11269,gene/protein,NCBI
3332,DELEC1,50514,gene/protein,NCBI
3333,PTCD2,79810,gene/protein,NCBI
3334,CBWD3,445571,gene/protein,NCBI
3335,RXRG,6258,gene/protein,NCBI
3336,SEPTIN9,10801,gene/protein,NCBI
3337,DCDC2,51473,gene/protein,NCBI
3338,PLA2G4D,283748,gene/protein,NCBI
3339,NOP9,161424,gene/protein,NCBI
3340,DDHD2,23259,gene/protein,NCBI
3341,IL13RA2,3598,gene/protein,NCBI
3342,ODF2,4957,gene/protein,NCBI
3343,EPB41L2,2037,gene/protein,NCBI
3344,UBXN4,23190,gene/protein,NCBI
3345,HAUS1,115106,gene/protein,NCBI
3346,PPP3CA,5530,gene/protein,NCBI
3347,KLF15,28999,gene/protein,NCBI
3348,NUCB2,4925,gene/protein,NCBI
3349,BAP1,8314,gene/protein,NCBI
3350,PATL1,219988,gene/protein,NCBI
3351,ASB2,51676,gene/protein,NCBI
3352,FEM1A,55527,gene/protein,NCBI
3353,SFTPD,6441,gene/protein,NCBI
3354,TUBB,203068,gene/protein,NCBI
3355,GSKIP,51527,gene/protein,NCBI
3356,QARS1,5859,gene/protein,NCBI
3357,ZNF334,55713,gene/protein,NCBI
3358,MAP4,4134,gene/protein,NCBI
3359,RSKR,124923,gene/protein,NCBI
3360,ACOT2,10965,gene/protein,NCBI
3361,DOCK6,57572,gene/protein,NCBI
3362,VPS18,57617,gene/protein,NCBI
3363,SAAL1,113174,gene/protein,NCBI
3364,CCDC59,29080,gene/protein,NCBI
3365,SLC38A6,145389,gene/protein,NCBI
3366,BAIAP2L2,80115,gene/protein,NCBI
3367,RBBP4,5928,gene/protein,NCBI
3368,C12orf43,64897,gene/protein,NCBI
3369,PSMA3,5684,gene/protein,NCBI
3370,S100A8,6279,gene/protein,NCBI
3371,GOSR2,9570,gene/protein,NCBI
3372,TINF2,26277,gene/protein,NCBI
3373,PMF1,11243,gene/protein,NCBI
3374,POU4F2,5458,gene/protein,NCBI
3375,PWWP2A,114825,gene/protein,NCBI
3376,HRK,8739,gene/protein,NCBI
3377,ZBTB24,9841,gene/protein,NCBI
3378,FEZF2,55079,gene/protein,NCBI
3379,APPL1,26060,gene/protein,NCBI
3380,PCSK4,54760,gene/protein,NCBI
3381,AARS2,57505,gene/protein,NCBI
3382,MED28,80306,gene/protein,NCBI
3383,ZBTB7A,51341,gene/protein,NCBI
3384,ITGB1,3688,gene/protein,NCBI
3385,PSMA7,5688,gene/protein,NCBI
3386,GORASP1,64689,gene/protein,NCBI
3387,CLNK,116449,gene/protein,NCBI
3388,SYNM,23336,gene/protein,NCBI
3389,S1PR1,1901,gene/protein,NCBI
3390,COMMD1,150684,gene/protein,NCBI
3391,PDCD4,27250,gene/protein,NCBI
3392,RPS15A,6210,gene/protein,NCBI
3393,PCDHA2,56146,gene/protein,NCBI
3394,RERG,85004,gene/protein,NCBI
3395,SYCP2L,221711,gene/protein,NCBI
3396,SLC40A1,30061,gene/protein,NCBI
3397,PFN1,5216,gene/protein,NCBI
3398,KRT10,3858,gene/protein,NCBI
3399,CNTN4,152330,gene/protein,NCBI
3400,C11orf58,10944,gene/protein,NCBI
3401,MASP1,5648,gene/protein,NCBI
3402,ADAP2,55803,gene/protein,NCBI
3403,PLEKHG2,64857,gene/protein,NCBI
3404,SCD,6319,gene/protein,NCBI
3405,EME1,146956,gene/protein,NCBI
3406,PLAG1,5324,gene/protein,NCBI
3407,HMGCR,3156,gene/protein,NCBI
3408,STRN,6801,gene/protein,NCBI
3409,P3H3,10536,gene/protein,NCBI
3410,DUSP26,78986,gene/protein,NCBI
3411,H2BC4,8347,gene/protein,NCBI
3412,NRIP1,8204,gene/protein,NCBI
3413,GIMAP4,55303,gene/protein,NCBI
3414,MYO5A,4644,gene/protein,NCBI
3415,RRBP1,6238,gene/protein,NCBI
3416,SPANXN3,139067,gene/protein,NCBI
3417,IRF7,3665,gene/protein,NCBI
3418,KIF14,9928,gene/protein,NCBI
3419,RPS16,6217,gene/protein,NCBI
3420,S100B,6285,gene/protein,NCBI
3421,ARSG,22901,gene/protein,NCBI
3422,COMMD3,23412,gene/protein,NCBI
3423,TRIM55,84675,gene/protein,NCBI
3424,PRMT2,3275,gene/protein,NCBI
3425,PHB2,11331,gene/protein,NCBI
3426,GRIP1,23426,gene/protein,NCBI
3427,SECISBP2,79048,gene/protein,NCBI
3428,PSPC1,55269,gene/protein,NCBI
3429,EID1,23741,gene/protein,NCBI
3430,GPN3,51184,gene/protein,NCBI
3431,KRTAP11-1,337880,gene/protein,NCBI
3432,COPS7B,64708,gene/protein,NCBI
3433,MND1,84057,gene/protein,NCBI
3434,LCN8,138307,gene/protein,NCBI
3435,GREB1,9687,gene/protein,NCBI
3436,ZNF746,155061,gene/protein,NCBI
3437,GAR1,54433,gene/protein,NCBI
3438,RAB3A,5864,gene/protein,NCBI
3439,NR2F1,7025,gene/protein,NCBI
3440,BCOR,54880,gene/protein,NCBI
3441,MNAT1,4331,gene/protein,NCBI
3442,MRPS18A,55168,gene/protein,NCBI
3443,TMEM60,85025,gene/protein,NCBI
3444,DUSP19,142679,gene/protein,NCBI
3445,IL33,90865,gene/protein,NCBI
3446,TRAF3IP1,26146,gene/protein,NCBI
3447,POGK,57645,gene/protein,NCBI
3448,TMEM45B,120224,gene/protein,NCBI
3449,EGOT,100126791,gene/protein,NCBI
3450,PMAIP1,5366,gene/protein,NCBI
3451,TYW3,127253,gene/protein,NCBI
3452,PACRG,135138,gene/protein,NCBI
3453,MYBPC3,4607,gene/protein,NCBI
3454,DROSHA,29102,gene/protein,NCBI
3455,TRIM54,57159,gene/protein,NCBI
3456,CEP72,55722,gene/protein,NCBI
3457,PPP1R15A,23645,gene/protein,NCBI
3458,SLC2A13,114134,gene/protein,NCBI
3459,ELN,2006,gene/protein,NCBI
3460,TGFB1,7040,gene/protein,NCBI
3461,MOB3A,126308,gene/protein,NCBI
3462,FBLN1,2192,gene/protein,NCBI
3463,HMGB4,127540,gene/protein,NCBI
3464,ZNF133,7692,gene/protein,NCBI
3465,SIRPB1,10326,gene/protein,NCBI
3466,PSMC3IP,29893,gene/protein,NCBI
3467,CLIP1,6249,gene/protein,NCBI
3468,SCLT1,132320,gene/protein,NCBI
3469,XYLT1,64131,gene/protein,NCBI
3470,LDB1,8861,gene/protein,NCBI
3471,SOX10,6663,gene/protein,NCBI
3472,PDE4DIP,9659,gene/protein,NCBI
3473,THAP1,55145,gene/protein,NCBI
3474,HBS1L,10767,gene/protein,NCBI
3475,ZNF2,7549,gene/protein,NCBI
3476,ODF2L,57489,gene/protein,NCBI
3477,RGS14,10636,gene/protein,NCBI
3478,ZCCHC12,170261,gene/protein,NCBI
3479,CDK17,5128,gene/protein,NCBI
3480,H2BC10,8346,gene/protein,NCBI
3481,VRK2,7444,gene/protein,NCBI
3482,C16orf74,404550,gene/protein,NCBI
3483,CCNL1,57018,gene/protein,NCBI
3484,METRNL,284207,gene/protein,NCBI
3485,NOLC1,9221,gene/protein,NCBI
3486,KCTD13,253980,gene/protein,NCBI
3487,ARHGAP36,158763,gene/protein,NCBI
3488,KRT19,3880,gene/protein,NCBI
3489,PMP22,5376,gene/protein,NCBI
3490,RASGEF1B,153020,gene/protein,NCBI
3491,ZNF35,7584,gene/protein,NCBI
3492,SP3,6670,gene/protein,NCBI
3493,DMRT3,58524,gene/protein,NCBI
3494,CFAP58,159686,gene/protein,NCBI
3495,MPZL1,9019,gene/protein,NCBI
3496,MKNK2,2872,gene/protein,NCBI
3497,POFUT1,23509,gene/protein,NCBI
3498,NKD2,85409,gene/protein,NCBI
3499,H1-5,3009,gene/protein,NCBI
3500,DDX42,11325,gene/protein,NCBI
3501,ARHGAP24,83478,gene/protein,NCBI
3502,LTBP1,4052,gene/protein,NCBI
3503,ATF7IP,55729,gene/protein,NCBI
3504,DYNLRB2,83657,gene/protein,NCBI
3505,STK25,10494,gene/protein,NCBI
3506,GNL3,26354,gene/protein,NCBI
3507,ATXN1L,342371,gene/protein,NCBI
3508,TEX13B,56156,gene/protein,NCBI
3509,RMND5B,64777,gene/protein,NCBI
3510,CCDC106,29903,gene/protein,NCBI
3511,LSM14B,149986,gene/protein,NCBI
3512,DGKZ,8525,gene/protein,NCBI
3513,CLASP2,23122,gene/protein,NCBI
3514,KRT40,125115,gene/protein,NCBI
3515,TUBG1,7283,gene/protein,NCBI
3516,SPATA4,132851,gene/protein,NCBI
3517,SPATA19,219938,gene/protein,NCBI
3518,GRM5,2915,gene/protein,NCBI
3519,MAP3K1,4214,gene/protein,NCBI
3520,ZNHIT1,10467,gene/protein,NCBI
3521,DUSP21,63904,gene/protein,NCBI
3522,SUMO3,6612,gene/protein,NCBI
3523,USP53,54532,gene/protein,NCBI
3524,TRIM69,140691,gene/protein,NCBI
3525,VARS1,7407,gene/protein,NCBI
3526,RALBP1,10928,gene/protein,NCBI
3527,UBIAD1,29914,gene/protein,NCBI
3528,UBA5,79876,gene/protein,NCBI
3529,ZNF563,147837,gene/protein,NCBI
3530,PAGE1,8712,gene/protein,NCBI
3531,DARS2,55157,gene/protein,NCBI
3532,AGO3,192669,gene/protein,NCBI
3533,CLEC10A,10462,gene/protein,NCBI
3534,HBA2,3040,gene/protein,NCBI
3535,UIMC1,51720,gene/protein,NCBI
3536,SPPL2B,56928,gene/protein,NCBI
3537,PRR15,222171,gene/protein,NCBI
3538,BAIAP2,10458,gene/protein,NCBI
3539,NUB1,51667,gene/protein,NCBI
3540,VPS35,55737,gene/protein,NCBI
3541,KDELR2,11014,gene/protein,NCBI
3542,RPS6KC1,26750,gene/protein,NCBI
3543,PHF8,23133,gene/protein,NCBI
3544,SMUG1,23583,gene/protein,NCBI
3545,CITED1,4435,gene/protein,NCBI
3546,CELSR1,9620,gene/protein,NCBI
3547,CHRFAM7A,89832,gene/protein,NCBI
3548,UVRAG,7405,gene/protein,NCBI
3549,PPP1R13L,10848,gene/protein,NCBI
3550,KRTAP12-2,353323,gene/protein,NCBI
3551,LY9,4063,gene/protein,NCBI
3552,SF3B2,10992,gene/protein,NCBI
3553,PSMB1,5689,gene/protein,NCBI
3554,TRAM1,23471,gene/protein,NCBI
3555,CSAD,51380,gene/protein,NCBI
3556,ARL4C,10123,gene/protein,NCBI
3557,GPR137B,7107,gene/protein,NCBI
3558,QTRT1,81890,gene/protein,NCBI
3559,TACSTD2,4070,gene/protein,NCBI
3560,CLOCK,9575,gene/protein,NCBI
3561,RNF115,27246,gene/protein,NCBI
3562,CACYBP,27101,gene/protein,NCBI
3563,COL4A6,1288,gene/protein,NCBI
3564,LRP8,7804,gene/protein,NCBI
3565,HSPB8,26353,gene/protein,NCBI
3566,PPEF2,5470,gene/protein,NCBI
3567,POTEJ,653781,gene/protein,NCBI
3568,CBY1,25776,gene/protein,NCBI
3569,ATAD3A,55210,gene/protein,NCBI
3570,ZHX2,22882,gene/protein,NCBI
3571,TGFB2,7042,gene/protein,NCBI
3572,UBASH3B,84959,gene/protein,NCBI
3573,SH3KBP1,30011,gene/protein,NCBI
3574,HMGN3,9324,gene/protein,NCBI
3575,TLCD4,148534,gene/protein,NCBI
3576,TFB2M,64216,gene/protein,NCBI
3577,MTF2,22823,gene/protein,NCBI
3578,FXYD7,53822,gene/protein,NCBI
3579,SFXN5,94097,gene/protein,NCBI
3580,EIF2AK3,9451,gene/protein,NCBI
3581,WIPI1,55062,gene/protein,NCBI
3582,GOPC,57120,gene/protein,NCBI
3583,SERTM1,400120,gene/protein,NCBI
3584,DOHH,83475,gene/protein,NCBI
3585,KCNAB1,7881,gene/protein,NCBI
3586,GCLM,2730,gene/protein,NCBI
3587,ZNF71,58491,gene/protein,NCBI
3588,TMCC2,9911,gene/protein,NCBI
3589,CENPT,80152,gene/protein,NCBI
3590,ZNF92,168374,gene/protein,NCBI
3591,ACSBG1,23205,gene/protein,NCBI
3592,CCL26,10344,gene/protein,NCBI
3593,PTPRR,5801,gene/protein,NCBI
3594,ZNF718,255403,gene/protein,NCBI
3595,KCNN1,3780,gene/protein,NCBI
3596,CEP85L,387119,gene/protein,NCBI
3597,PECAM1,5175,gene/protein,NCBI
3598,MYEOV,26579,gene/protein,NCBI
3599,USP11,8237,gene/protein,NCBI
3600,BAG4,9530,gene/protein,NCBI
3601,VCL,7414,gene/protein,NCBI
3602,MAP7,9053,gene/protein,NCBI
3603,TSPAN1,10103,gene/protein,NCBI
3604,CBX4,8535,gene/protein,NCBI
3605,ARPP19,10776,gene/protein,NCBI
3606,PDE6H,5149,gene/protein,NCBI
3607,CBX6,23466,gene/protein,NCBI
3608,CCDC107,203260,gene/protein,NCBI
3609,ZNF518A,9849,gene/protein,NCBI
3610,AKAP13,11214,gene/protein,NCBI
3611,UACA,55075,gene/protein,NCBI
3612,APRT,353,gene/protein,NCBI
3613,CCT5,22948,gene/protein,NCBI
3614,SIAE,54414,gene/protein,NCBI
3615,ZNF517,340385,gene/protein,NCBI
3616,ZBBX,79740,gene/protein,NCBI
3617,PSMA5,5686,gene/protein,NCBI
3618,DGAT2,84649,gene/protein,NCBI
3619,PCYOX1L,78991,gene/protein,NCBI
3620,VPS45,11311,gene/protein,NCBI
3621,DNAJC8,22826,gene/protein,NCBI
3622,IL1R1,3554,gene/protein,NCBI
3623,RASL11B,65997,gene/protein,NCBI
3624,CPSF2,53981,gene/protein,NCBI
3625,TPT1,7178,gene/protein,NCBI
3626,RNF7,9616,gene/protein,NCBI
3627,TUBA4A,7277,gene/protein,NCBI
3628,WDR35,57539,gene/protein,NCBI
3629,DACH2,117154,gene/protein,NCBI
3630,MRPL55,128308,gene/protein,NCBI
3631,ACAP1,9744,gene/protein,NCBI
3632,EGFL6,25975,gene/protein,NCBI
3633,SEMG1,6406,gene/protein,NCBI
3634,ST3GAL5,8869,gene/protein,NCBI
3635,PARG,8505,gene/protein,NCBI
3636,NTRK1,4914,gene/protein,NCBI
3637,EXOSC1,51013,gene/protein,NCBI
3638,TNFRSF1B,7133,gene/protein,NCBI
3639,HSPH1,10808,gene/protein,NCBI
3640,TAS2R9,50835,gene/protein,NCBI
3641,PTPRD,5789,gene/protein,NCBI
3642,ZBTB44,29068,gene/protein,NCBI
3643,NEDD1,121441,gene/protein,NCBI
3644,GLDN,342035,gene/protein,NCBI
3645,SHFL,55337,gene/protein,NCBI
3646,CACUL1,143384,gene/protein,NCBI
3647,PACS1,55690,gene/protein,NCBI
3648,SPTBN4,57731,gene/protein,NCBI
3649,KRTAP10-3,386682,gene/protein,NCBI
3650,TMBIM6,7009,gene/protein,NCBI
3651,RPS26,6231,gene/protein,NCBI
3652,CREB3L3,84699,gene/protein,NCBI
3653,PTH1R,5745,gene/protein,NCBI
3654,PSME3,10197,gene/protein,NCBI
3655,PON1,5444,gene/protein,NCBI
3656,DPYSL4,10570,gene/protein,NCBI
3657,CFLAR,8837,gene/protein,NCBI
3658,MIGA1,374986,gene/protein,NCBI
3659,ZNF132,7691,gene/protein,NCBI
3660,GORASP2,26003,gene/protein,NCBI
3661,PPM1J,333926,gene/protein,NCBI
3662,PPP1R14C,81706,gene/protein,NCBI
3663,TCP11,6954,gene/protein,NCBI
3664,PRRC1,133619,gene/protein,NCBI
3665,MED21,9412,gene/protein,NCBI
3666,PCNT,5116,gene/protein,NCBI
3667,TCF19,6941,gene/protein,NCBI
3668,LARS1,51520,gene/protein,NCBI
3669,PICK1,9463,gene/protein,NCBI
3670,AKTIP,64400,gene/protein,NCBI
3671,SNCAIP,9627,gene/protein,NCBI
3672,APBB3,10307,gene/protein,NCBI
3673,PPP1R8,5511,gene/protein,NCBI
3674,LCE2B,26239,gene/protein,NCBI
3675,PLB1,151056,gene/protein,NCBI
3676,FBXL2,25827,gene/protein,NCBI
3677,GLRX,2745,gene/protein,NCBI
3678,SRPK2,6733,gene/protein,NCBI
3679,PRKG2,5593,gene/protein,NCBI
3680,MAFK,7975,gene/protein,NCBI
3681,MSRB2,22921,gene/protein,NCBI
3682,CYCS,54205,gene/protein,NCBI
3683,XRCC4,7518,gene/protein,NCBI
3684,DOK7,285489,gene/protein,NCBI
3685,TAGLN,6876,gene/protein,NCBI
3686,PRKAR2A,5576,gene/protein,NCBI
3687,EXOC8,149371,gene/protein,NCBI
3688,ATAD5,79915,gene/protein,NCBI
3689,AMOT,154796,gene/protein,NCBI
3690,LARP4,113251,gene/protein,NCBI
3691,DNER,92737,gene/protein,NCBI
3692,SMAP1,60682,gene/protein,NCBI
3693,RASL12,51285,gene/protein,NCBI
3694,PPP3R1,5534,gene/protein,NCBI
3695,NDEL1,81565,gene/protein,NCBI
3696,KNTC1,9735,gene/protein,NCBI
3697,C12orf50,160419,gene/protein,NCBI
3698,MYOZ1,58529,gene/protein,NCBI
3699,BHLHE41,79365,gene/protein,NCBI
3700,ZNF660,285349,gene/protein,NCBI
3701,BCAM,4059,gene/protein,NCBI
3702,GFI1B,8328,gene/protein,NCBI
3703,KRTAP10-7,386675,gene/protein,NCBI
3704,LEPR,3953,gene/protein,NCBI
3705,LIME1,54923,gene/protein,NCBI
3706,AKT3,10000,gene/protein,NCBI
3707,SERINC1,57515,gene/protein,NCBI
3708,AIMP1,9255,gene/protein,NCBI
3709,BNIP3L,665,gene/protein,NCBI
3710,MEOX1,4222,gene/protein,NCBI
3711,UBE2D2,7322,gene/protein,NCBI
3712,BCL2L2,599,gene/protein,NCBI
3713,MGMT,4255,gene/protein,NCBI
3714,H2AC4,8335,gene/protein,NCBI
3715,TTLL7,79739,gene/protein,NCBI
3716,WNT4,54361,gene/protein,NCBI
3717,CCT7,10574,gene/protein,NCBI
3718,ACIN1,22985,gene/protein,NCBI
3719,FANCM,57697,gene/protein,NCBI
3720,TAF9B,51616,gene/protein,NCBI
3721,MAGT1,84061,gene/protein,NCBI
3722,TNFSF10,8743,gene/protein,NCBI
3723,PPP2R5A,5525,gene/protein,NCBI
3724,HK1,3098,gene/protein,NCBI
3725,LARP6,55323,gene/protein,NCBI
3726,SQOR,58472,gene/protein,NCBI
3727,MYL6,4637,gene/protein,NCBI
3728,TEKT3,64518,gene/protein,NCBI
3729,POLE3,54107,gene/protein,NCBI
3730,RAB29,8934,gene/protein,NCBI
3731,ZMYM5,9205,gene/protein,NCBI
3732,GALNT16,57452,gene/protein,NCBI
3733,TTLL6,284076,gene/protein,NCBI
3734,CDC42,998,gene/protein,NCBI
3735,OR2W1,26692,gene/protein,NCBI
3736,DNAAF4,161582,gene/protein,NCBI
3737,RNF40,9810,gene/protein,NCBI
3738,ZNF322,79692,gene/protein,NCBI
3739,ARL13B,200894,gene/protein,NCBI
3740,FLRT3,23767,gene/protein,NCBI
3741,ZNF131,7690,gene/protein,NCBI
3742,CRHR2,1395,gene/protein,NCBI
3743,ZHX1,11244,gene/protein,NCBI
3744,SMPD3,55512,gene/protein,NCBI
3745,BCL2L10,10017,gene/protein,NCBI
3746,TSSC4,10078,gene/protein,NCBI
3747,DTNBP1,84062,gene/protein,NCBI
3748,RBM39,9584,gene/protein,NCBI
3749,L3MBTL1,26013,gene/protein,NCBI
3750,PPP1R2,5504,gene/protein,NCBI
3751,ANXA7,310,gene/protein,NCBI
3752,BRI3BP,140707,gene/protein,NCBI
3753,POP7,10248,gene/protein,NCBI
3754,GADD45GIP1,90480,gene/protein,NCBI
3755,NCR3LG1,374383,gene/protein,NCBI
3756,SEC11C,90701,gene/protein,NCBI
3757,E2F8,79733,gene/protein,NCBI
3758,DCTN3,11258,gene/protein,NCBI
3759,SLU7,10569,gene/protein,NCBI
3760,ATF7,11016,gene/protein,NCBI
3761,FAM32A,26017,gene/protein,NCBI
3762,ASAP1,50807,gene/protein,NCBI
3763,PSMD11,5717,gene/protein,NCBI
3764,TINAG,27283,gene/protein,NCBI
3765,EFTUD2,9343,gene/protein,NCBI
3766,ZNF574,64763,gene/protein,NCBI
3767,LIPF,8513,gene/protein,NCBI
3768,TCTN3,26123,gene/protein,NCBI
3769,TSC22D4,81628,gene/protein,NCBI
3770,CHMP2B,25978,gene/protein,NCBI
3771,PPM1A,5494,gene/protein,NCBI
3772,ADRM1,11047,gene/protein,NCBI
3773,EOGT,285203,gene/protein,NCBI
3774,SH3RF2,153769,gene/protein,NCBI
3775,CAND2,23066,gene/protein,NCBI
3776,WEE1,7465,gene/protein,NCBI
3777,UBR1,197131,gene/protein,NCBI
3778,MAPK12,6300,gene/protein,NCBI
3779,YBX3,8531,gene/protein,NCBI
3780,DFFA,1676,gene/protein,NCBI
3781,PSMD4,5710,gene/protein,NCBI
3782,LIF,3976,gene/protein,NCBI
3783,MLH1,4292,gene/protein,NCBI
3784,VWA3B,200403,gene/protein,NCBI
3785,KIF3B,9371,gene/protein,NCBI
3786,MCAT,27349,gene/protein,NCBI
3787,HBD,3045,gene/protein,NCBI
