,relation,x_index,x_name,x_id,x_type,x_source,y_index,y_name,y_id,y_type,y_source,pmid,probability
2342,afflicts,-1,D290V,tmVar:p|SUB|D|290|V;HGVS:p.D290V;VariantGroup:0;CorrespondingGene:3181;RS#:397515326;CorrespondingSpecies:9606;CA#:144798,Variant,litvar,-1,families,,SDoH factor,healthypeople,38072051.0,0.5
2343,is considered as,-1,Formaldehyde,MESH:D005557,Chemical,ncbi_mesh,-1,pollutant,,SDoH factor,healthypeople,34199279.0,1.0
2344,raises,-1,Huntington's,MESH:D006816,Disease,ncbi_mesh,-1,health communication,,SDoH factor,healthypeople,32302673.0,1.0
2345,raises,-1,Alzheimer's,MESH:D000544,Disease,ncbi_mesh,-1,health communication,,SDoH factor,healthypeople,32302673.0,1.0
2346,raises,-1,Parkinson's diseases,MESH:D010300,Disease,ncbi_mesh,-1,health communication,,SDoH factor,healthypeople,32302673.0,1.0
2347,associates,-1,genetic discrimination,MESH:D010468,Disease,ncbi_mesh,-1,health policies,,SDoH factor,healthypeople,32302673.0,1.0
2348,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,Community,,SDoH factor,healthypeople,34080740.0,0.5
2349,associates,-1,brain atrophy,MESH:C566985,Disease,ncbi_mesh,-1,monolinguals,,SDoH factor,healthypeople,31924269.0,0.4
2350,associates,-1,atrophy,MESH:D001284,Disease,ncbi_mesh,-1,monolinguals,,SDoH factor,healthypeople,31924269.0,0.6
2351,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,monolinguals,,SDoH factor,healthypeople,31924269.0,0.4
2352,associates,-1,Social isolation,MESH:C565377,Disease,ncbi_mesh,-1,social technology,,SDoH factor,healthypeople,35312775.0,0.625
2353,regulates,-1,COMT,1312,Gene,ncbi_gene,-1,development,,SDoH factor,healthypeople,31708229.0,0.5
2354,regulates,-1,l-dopa,MESH:D007980,Chemical,ncbi_mesh,-1,availability,,SDoH factor,healthypeople,31708229.0,1.0
2355,covaries,-1,CNS disorders,MESH:D002494,Disease,ncbi_mesh,-1,availability,,SDoH factor,healthypeople,31708229.0,1.0
2356,associates,-1,COVID-19,MESH:D000086382,Disease,ncbi_mesh,-1,vaccination,,SDoH factor,healthypeople,35313843.0,0.538461538
2357,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,unplanned facility admission,,SDoH factor,healthypeople,31879184.0,0.5
2358,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,PT,,SDoH factor,healthypeople,31879184.0,0.5
2359,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,SN,,SDoH factor,healthypeople,31879184.0,0.5
2360,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,facility admission,,SDoH factor,healthypeople,31879184.0,0.571428571
2361,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,HH,,SDoH factor,healthypeople,31879184.0,0.5
2362,associates,-1,infection,MESH:D007239,Disease,ncbi_mesh,-1,facility,,SDoH factor,healthypeople,34297980.0,1.0
2363,associates,-1,urinary tract infections,MESH:D014552,Disease,ncbi_mesh,-1,facility,,SDoH factor,healthypeople,34297980.0,0.5
2364,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,family caregiving,,SDoH factor,healthypeople,35773856.0,0.5
2365,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,Nursing homes,,SDoH factor,healthypeople,34360360.0,0.5
2366,interact,-1,obese,MESH:D009765,Disease,ncbi_mesh,-1,primary care,,SDoH factor,healthypeople,30705390.0,1.0
2367,associates,-1,MAS,MESH:D019588,Disease,ncbi_mesh,-1,community,,SDoH factor,healthypeople,33750362.0,0.4
2368,associates,-1,brain drain,MESH:D001927,Disease,ncbi_mesh,-1,employed,,SDoH factor,healthypeople,33750362.0,1.0
2369,associates,-1,pain,MESH:D010146,Disease,ncbi_mesh,-1,opioid therapy,,SDoH factor,healthypeople,37855270.0,0.4
2370,associates,-1,Physical impairment,MESH:D059445,Disease,ncbi_mesh,-1,hospitalization,,SDoH factor,healthypeople,35007323.0,1.0
2371,self-identified as,-1,participant,9606,Species,ncbi_taxonomy,-1,African American,,SDoH factor,healthypeople,33250618.0,0.5
2372,associates,-1,tau,4137,Gene,ncbi_gene,-1,degree,,SDoH factor,healthypeople,32956648.0,0.5
2373,associates,-1,11C]PBB3,MESH:C000592806,Chemical,ncbi_mesh,-1,degree,,SDoH factor,healthypeople,32956648.0,1.0
2374,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,neighborhood,,SDoH factor,healthypeople,36184924.0,0.428571429
2375,covaries,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,racism,,SDoH factor,healthypeople,38597292.0,1.0
2376,associates,-1,neurodegenerative diseases,MESH:D019636,Disease,ncbi_mesh,-1,cognitive functioning,,SDoH factor,healthypeople,33104027.0,1.0
2377,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,experiences,,SDoH factor,healthypeople,38456477.0,0.5
2378,associates,-1,dementias,MESH:D003704,Disease,ncbi_mesh,-1,experiences,,SDoH factor,healthypeople,38456477.0,0.5
2379,associates,-1,COVID-19,MESH:D000086382,Disease,ncbi_mesh,-1,people,,SDoH factor,healthypeople,34794709.0,0.666666667
2380,associates,-1,apolipoprotein E,348,Gene,ncbi_gene,-1,educational levels,,SDoH factor,healthypeople,31642932.0,0.5
2381,associates,-1,hearing impairment,MESH:D034381,Disease,ncbi_mesh,-1,telephone,,SDoH factor,healthypeople,37454558.0,1.0
2382,associates,-1,neurocognitive disorder,MESH:D019965,Disease,ncbi_mesh,-1,criminal behavior,,SDoH factor,healthypeople,36872165.0,0.5
2383,associates,-1,neurocognitive disorder,MESH:D019965,Disease,ncbi_mesh,-1,crime activity,,SDoH factor,healthypeople,36872165.0,0.5
2384,associates,-1,age-related neurodegenerative disease,MESH:D019636,Disease,ncbi_mesh,-1,loss of learning,,SDoH factor,healthypeople,33045243.0,1.0
2385,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,loss of learning,,SDoH factor,healthypeople,33045243.0,1.0
2386,associates,-1,memory decline,MESH:D060825,Disease,ncbi_mesh,-1,loss of learning,,SDoH factor,healthypeople,33045243.0,1.0
2387,associates,-1,loss of learning and cognitive disorder,MESH:D003072,Disease,ncbi_mesh,-1,loss of learning,,SDoH factor,healthypeople,33045243.0,0.5
2388,associates,-1,neurotoxic,MESH:D020258,Disease,ncbi_mesh,-1,learning,,SDoH factor,healthypeople,33045243.0,0.5
2389,associates,-1,cognitive impairment,MESH:D003072,Disease,ncbi_mesh,-1,emotional support,,SDoH factor,healthypeople,32756950.0,1.0
2390,associates,-1,Participants,9606,Species,ncbi_taxonomy,-1,usual care group,,SDoH factor,healthypeople,35285972.0,1.0
2391,associates,-1,Alzheimer's Disease,MESH:D000544,Disease,ncbi_mesh,-1,care services,,SDoH factor,healthypeople,35285972.0,1.0
2392,associates,-1,Alzheimer's Disease,MESH:D000544,Disease,ncbi_mesh,-1,Social Support Scale,,SDoH factor,healthypeople,35285972.0,1.0
2393,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,female caregivers,,SDoH factor,healthypeople,32302267.0,0.5
2394,associates,-1,depression,MESH:D003866,Disease,ncbi_mesh,-1,online communication,,SDoH factor,healthypeople,32302267.0,0.5
2395,associates,-1,women,9606,Species,ncbi_taxonomy,-1,older,,SDoH factor,healthypeople,32302267.0,1.0
2396,associates,-1,neurological conditions,MESH:D019636,Disease,ncbi_mesh,-1,connection,,SDoH factor,healthypeople,35319363.0,1.0
2397,associates,-1,death,MESH:D003643,Disease,ncbi_mesh,-1,HHC,,SDoH factor,healthypeople,36974630.0,0.5
2398,associates,-1,apolipoprotein E,348,Gene,ncbi_gene,-1,nonhouse residence,,SDoH factor,healthypeople,35482891.0,0.5
2399,associates,-1,apolipoprotein E,348,Gene,ncbi_gene,-1,residence type,,SDoH factor,healthypeople,35482891.0,0.5
2400,associates,-1,MCI,MESH:D060825,Disease,ncbi_mesh,-1,timeliness,,SDoH factor,healthypeople,38336573.0,0.5
2401,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,pediatric,,SDoH factor,healthypeople,38653305.0,1.0
2402,requires,-1,cognitive decline,MESH:D003072,Disease,ncbi_mesh,-1,screening,,SDoH factor,healthypeople,33202663.0,1.0
2403,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,General Practice,,SDoH factor,healthypeople,32969833.0,0.5
2404,associates,-1,neurodegenerative disorder,MESH:D019636,Disease,ncbi_mesh,-1,social functioning,,SDoH factor,healthypeople,31986471.0,1.0
2405,associates,-1,mTBI,MESH:D001924,Disease,ncbi_mesh,-1,separation,,SDoH factor,healthypeople,31141716.0,0.5
2406,associates,-1,postconcussion syndrome,MESH:D013577,Disease,ncbi_mesh,-1,separation,,SDoH factor,healthypeople,31141716.0,1.0
2407,impacts,-1,MCI,MESH:D060825,Disease,ncbi_mesh,-1,Caregivers,,SDoH factor,healthypeople,33166418.0,0.6
2408,impacts,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,Caregivers,,SDoH factor,healthypeople,33166418.0,0.6
2409,regulates,-1,COVID-19,MESH:D000086382,Disease,ncbi_mesh,-1,speech,,SDoH factor,healthypeople,34217888.0,0.5
2410,associates,-1,cognitive decline,MESH:D003072,Disease,ncbi_mesh,-1,Engagement,,SDoH factor,healthypeople,35731828.0,0.5
2411,associates,-1,PSEN2,5664,Gene,ncbi_gene,-1,family,,SDoH factor,healthypeople,34444269.0,1.0
2412,associates,-1,agitation,MESH:D011595,Disease,ncbi_mesh,-1,listening program,,SDoH factor,healthypeople,37354755.0,0.4
2413,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,networks,,SDoH factor,healthypeople,35849106.0,0.571428571
2414,cause,-1,CNS disorders,MESH:D002493,Disease,ncbi_mesh,-1,economic losses,,SDoH factor,healthypeople,33458836.0,0.5
2415,associates,-1,Alzheimer,MESH:D000544,Disease,ncbi_mesh,-1,community-based care provider organizations,,SDoH factor,healthypeople,32723533.0,1.0
2416,associates,-1,Alzheimer,MESH:D000544,Disease,ncbi_mesh,-1,home,,SDoH factor,healthypeople,32723533.0,1.0
2417,associates,-1,Dementia,MESH:D003704,Disease,ncbi_mesh,-1,community-based care provider organizations,,SDoH factor,healthypeople,32723533.0,0.5
2418,associates,-1,cognitive impairment,MESH:D003072,Disease,ncbi_mesh,-1,family caregivers,,SDoH factor,healthypeople,34889717.0,0.5
2419,associates,-1,stroke,MESH:D020521,Disease,ncbi_mesh,-1,medical treatment,,SDoH factor,healthypeople,36321363.0,1.0
2420,associates,-1,cancer,MESH:D009369,Disease,ncbi_mesh,-1,medical treatment,,SDoH factor,healthypeople,36321363.0,1.0
2421,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,medical treatment,,SDoH factor,healthypeople,36321363.0,1.0
2422,associates,-1,heart disease,MESH:D006331,Disease,ncbi_mesh,-1,medical treatment,,SDoH factor,healthypeople,36321363.0,1.0
2423,associates,-1,L,MESH:D007930,Chemical,ncbi_mesh,-1,Dietary intake,,SDoH factor,healthypeople,37355904.0,0.5
2424,associates,-1,neurodegenerative diseases,MESH:D019636,Disease,ncbi_mesh,-1,Air pollution,,SDoH factor,healthypeople,33270781.0,0.5
2425,associates,-1,functional impairment,MESH:D003072,Disease,ncbi_mesh,-1,inaccessible care,,SDoH factor,healthypeople,36245375.0,1.0
2426,associates,-1,falls,MESH:C537863,Disease,ncbi_mesh,-1,inaccessible care,,SDoH factor,healthypeople,36245375.0,1.0
2427,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,inequalities,,SDoH factor,healthypeople,34244708.0,0.5
2428,associates,-1,cognitive aging,MESH:D003072,Disease,ncbi_mesh,-1,social relations,,SDoH factor,healthypeople,34244708.0,0.4
2429,associates,-1,MCI,MESH:D060825,Disease,ncbi_mesh,-1,African American,,SDoH factor,healthypeople,32176709.0,0.6
2430,associates,-1,MCI,MESH:D060825,Disease,ncbi_mesh,-1,community,,SDoH factor,healthypeople,32176709.0,0.6
2431,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,older white Americans,,SDoH factor,healthypeople,32176709.0,1.0
2432,associates,-1,dementias,MESH:D003704,Disease,ncbi_mesh,-1,older white Americans,,SDoH factor,healthypeople,32176709.0,1.0
2433,reflects,-1,dementias,MESH:D003704,Disease,ncbi_mesh,-1,racial disparities,,SDoH factor,healthypeople,35164975.0,0.5
2434,associates,-1,Vision impairment,MESH:D014786,Disease,ncbi_mesh,-1,loneliness,,SDoH factor,healthypeople,36639063.0,0.5
2435,associates,-1,Hearing impaired,MESH:D034381,Disease,ncbi_mesh,-1,loneliness,,SDoH factor,healthypeople,36639063.0,0.5
2436,associates,-1,Alzheimer's Disease,MESH:D000544,Disease,ncbi_mesh,-1,occupational therapist,,SDoH factor,healthypeople,33753571.0,0.5
2437,associates,-1,Alzheimer's Disease,MESH:D000544,Disease,ncbi_mesh,-1,Family Stigma,,SDoH factor,healthypeople,35187991.0,1.0
2438,associates,-1,men,9606,Species,ncbi_taxonomy,-1,discriminatory,,SDoH factor,healthypeople,35187991.0,1.0
2439,associates,-1,outpatient,9606,Species,ncbi_taxonomy,-1,referrals,,SDoH factor,healthypeople,31516023.0,1.0
2440,associates,-1,outpatient,9606,Species,ncbi_taxonomy,-1,routine care,,SDoH factor,healthypeople,31516023.0,1.0
2441,associates,-1,memory disorders,MESH:D008569,Disease,ncbi_mesh,-1,referrals,,SDoH factor,healthypeople,31516023.0,1.0
2442,associates,-1,memory disorders,MESH:D008569,Disease,ncbi_mesh,-1,routine care,,SDoH factor,healthypeople,31516023.0,1.0
2443,detected through,-1,beta-amyloid peptide,351,Gene,ncbi_gene,-1,examination,,SDoH factor,healthypeople,33011937.0,1.0
2444,may prove to be useful biomarkers for,-1,retinal alterations,MESH:D012173,Disease,ncbi_mesh,-1,screening,,SDoH factor,healthypeople,33011937.0,1.0
2445,may prove to be useful biomarkers for,-1,retinal alterations,MESH:D012173,Disease,ncbi_mesh,-1,clinical routine,,SDoH factor,healthypeople,33011937.0,1.0
2446,associates,-1,cognitive deterioration,MESH:D003072,Disease,ncbi_mesh,-1,residence,,SDoH factor,healthypeople,33429394.0,0.5
2447,associates,-1,neurodegenerative diseases,MESH:D019636,Disease,ncbi_mesh,-1,residence,,SDoH factor,healthypeople,33429394.0,0.5
2448,associates,-1,died,MESH:D003643,Disease,ncbi_mesh,-1,nursing home,,SDoH factor,healthypeople,33429394.0,0.5
2449,associates,-1,COVID-19,MESH:D000086382,Disease,ncbi_mesh,-1,scientific community,,SDoH factor,healthypeople,37429842.0,1.0
2450,associates,-1,respiratory pathogens,MESH:D012131,Disease,ncbi_mesh,-1,indoor environments,,SDoH factor,healthypeople,37429842.0,1.0
2451,limits,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,formal diagnosis,,SDoH factor,healthypeople,33078687.0,1.0
2452,associates,-1,cognitive impairment,MESH:D003072,Disease,ncbi_mesh,-1,Age-friendly care elements,,SDoH factor,healthypeople,37147183.0,0.5
2453,associates,-1,trace elements,MESH:D014131,Chemical,ncbi_mesh,-1,Environmental factors,,SDoH factor,healthypeople,38541362.0,1.0
2454,associates,-1,Alzheimer's Disease,MESH:D000544,Disease,ncbi_mesh,-1,memory clinics,,SDoH factor,healthypeople,34418377.0,0.5
2455,associates,-1,Patients,9606,Species,ncbi_taxonomy,-1,memory clinics,,SDoH factor,healthypeople,34418377.0,0.5
2456,associates,-1,Alzheimer's Disease,MESH:D000544,Disease,ncbi_mesh,-1,tertiary hospitals,,SDoH factor,healthypeople,34418377.0,1.0
2457,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,Carers,,SDoH factor,healthypeople,35695217.0,0.625
2458,associates,-1,mortality,MESH:D003643,Disease,ncbi_mesh,-1,Hospitalization,,SDoH factor,healthypeople,37668467.0,0.4
2459,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,families,,SDoH factor,healthypeople,36988319.0,1.0
2460,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,communities,,SDoH factor,healthypeople,32369599.0,0.5
2461,associates,-1,idiopathic pulmonary fibrosis,MESH:D054990,Disease,ncbi_mesh,-1,communities,,SDoH factor,healthypeople,32369599.0,0.5
2462,associates,-1,women,9606,Species,ncbi_taxonomy,-1,non-Hispanic Blacks,,SDoH factor,healthypeople,37263261.0,1.0
2463,associates,-1,amyloid plaque,MESH:D058225,Disease,ncbi_mesh,-1,Neurologists,,SDoH factor,healthypeople,36964606.0,0.5
2464,associates,-1,neuropsychiatric symptoms,MESH:D001523,Disease,ncbi_mesh,-1,Latino,,SDoH factor,healthypeople,34378229.0,0.5
2465,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,caregiving family,,SDoH factor,healthypeople,29504488.0,1.0
2466,associates,-1,dementias,MESH:D003704,Disease,ncbi_mesh,-1,caregiving family,,SDoH factor,healthypeople,29504488.0,0.5
2467,associates,-1,cardiovascular disease,MESH:D002318,Disease,ncbi_mesh,-1,socioeconomic position,,SDoH factor,healthypeople,33750334.0,0.5
2468,associates,-1,stroke,MESH:D020521,Disease,ncbi_mesh,-1,socioeconomic position,,SDoH factor,healthypeople,33750334.0,0.5
2469,associates,-1,diabetes,MESH:D003920,Disease,ncbi_mesh,-1,socioeconomic position,,SDoH factor,healthypeople,33750334.0,0.5
2470,associates,-1,asthma,MESH:D001249,Disease,ncbi_mesh,-1,socioeconomic position,,SDoH factor,healthypeople,33750334.0,0.5
2471,associates,-1,chronic obstructive pulmonary disease,MESH:D029424,Disease,ncbi_mesh,-1,socioeconomic position,,SDoH factor,healthypeople,33750334.0,0.5
2472,associates,-1,hip fracture,MESH:D006620,Disease,ncbi_mesh,-1,socioeconomic position,,SDoH factor,healthypeople,33750334.0,0.5
2473,associates,-1,cancer,MESH:D009369,Disease,ncbi_mesh,-1,socioeconomic position,,SDoH factor,healthypeople,33750334.0,0.5
2474,associates,-1,mental or behavioral disorders,MESH:D001523,Disease,ncbi_mesh,-1,socioeconomic position,,SDoH factor,healthypeople,33750334.0,0.5
2475,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,socioeconomic position,,SDoH factor,healthypeople,33750334.0,0.5
2476,associates,-1,trauma,MESH:D014947,Disease,ncbi_mesh,-1,racism,,SDoH factor,healthypeople,30375237.0,0.5
2477,associates,-1,acid ceramidase,427,Gene,ncbi_gene,-1,environments,,SDoH factor,healthypeople,32498325.0,1.0
2478,associates,-1,neutral ceramidase,56624,Gene,ncbi_gene,-1,environments,,SDoH factor,healthypeople,32498325.0,1.0
2479,associates,-1,alkaline ceramidase 1,125981,Gene,ncbi_gene,-1,environments,,SDoH factor,healthypeople,32498325.0,1.0
2480,associates,-1,alkaline ceramidase 2,340485,Gene,ncbi_gene,-1,environments,,SDoH factor,healthypeople,32498325.0,1.0
2481,associates,-1,alkaline ceramidase 3,55331,Gene,ncbi_gene,-1,environments,,SDoH factor,healthypeople,32498325.0,1.0
2482,promotes,-1,alcohol,MESH:D000438,Chemical,ncbi_mesh,-1,environmental factor,,SDoH factor,healthypeople,32616071.0,0.5
2483,promotes,-1,tobacco,4097,Species,ncbi_taxonomy,-1,environmental factor,,SDoH factor,healthypeople,32616071.0,0.5
2484,causes burden on,-1,Dementia,MESH:D003704,Disease,ncbi_mesh,-1,Societies,,SDoH factor,healthypeople,22214890.0,1.0
2485,associates,-1,cognitive disorders,MESH:D003072,Disease,ncbi_mesh,-1,Social context,,SDoH factor,healthypeople,22214890.0,0.5
2486,associates,-1,cognitive disorders,MESH:D003072,Disease,ncbi_mesh,-1,Caregiver,,SDoH factor,healthypeople,22214890.0,0.5
2487,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,screening services,,SDoH factor,healthypeople,32617597.0,0.5
2488,associates,-1,sleep disruption,MESH:D019958,Disease,ncbi_mesh,-1,social interactions,,SDoH factor,healthypeople,34869170.0,1.0
2489,associates,-1,inflammatory bowel disease,MESH:D015212,Disease,ncbi_mesh,-1,pediatric,,SDoH factor,healthypeople,35950762.0,0.5
2490,associates,-1,patient,9606,Species,ncbi_taxonomy,-1,surgeon,,SDoH factor,healthypeople,38165146.0,0.4
2491,associates,-1,Alzheimer disease,MESH:D000544,Disease,ncbi_mesh,-1,comprehensive care,,SDoH factor,healthypeople,31355423.0,1.0
2492,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,racial/ethnic minority caregivers,,SDoH factor,healthypeople,32821996.0,0.5
2493,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,home hospice,,SDoH factor,healthypeople,33377138.0,0.5
2494,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,availability,,SDoH factor,healthypeople,37343515.0,0.5
2495,associates,-1,cognitive disadvantage,MESH:D003072,Disease,ncbi_mesh,-1,AA population,,SDoH factor,healthypeople,33540911.0,1.0
2496,associates,-1,cognitive disadvantage,MESH:D003072,Disease,ncbi_mesh,-1,White/Other,,SDoH factor,healthypeople,33540911.0,1.0
2497,associates,-1,cognitive disadvantage,MESH:D003072,Disease,ncbi_mesh,-1,social experiences,,SDoH factor,healthypeople,33540911.0,1.0
2498,associates,-1,cognitive disadvantage,MESH:D003072,Disease,ncbi_mesh,-1,disadvantage,,SDoH factor,healthypeople,33540911.0,1.0
2499,can be treated with,-1,dental diseases,MESH:D009057,Disease,ncbi_mesh,-1,ambulatory care,,SDoH factor,healthypeople,32784777.0,0.5
2500,can be treated with,-1,dental diseases,MESH:D009057,Disease,ncbi_mesh,-1,emergency care,,SDoH factor,healthypeople,32784777.0,0.5
2501,can be treated with,-1,dental diseases,MESH:D009057,Disease,ncbi_mesh,-1,hospitalisation,,SDoH factor,healthypeople,32784777.0,0.5
2502,associates,-1,neurodegenerative diseases,MESH:D019636,Disease,ncbi_mesh,-1,air pollution,,SDoH factor,healthypeople,34634399.0,1.0
2503,associates,-1,"cognitive, communication and mobility difficulties",MESH:D003147,Disease,ncbi_mesh,-1,communication,,SDoH factor,healthypeople,33410594.0,1.0
2504,associates,-1,Dementia,MESH:D003704,Disease,ncbi_mesh,-1,carers,,SDoH factor,healthypeople,31484587.0,0.5
2505,associates,-1,deafness,MESH:D003638,Disease,ncbi_mesh,-1,social isolation,,SDoH factor,healthypeople,35414037.0,0.5
2506,associates,-1,smoking,MESH:D015208,Disease,ncbi_mesh,-1,social isolation,,SDoH factor,healthypeople,35414037.0,0.5
2507,associates,-1,hypertension,MESH:D006973,Disease,ncbi_mesh,-1,social isolation,,SDoH factor,healthypeople,35414037.0,1.0
2508,associates,-1,diabetes,MESH:D003920,Disease,ncbi_mesh,-1,social isolation,,SDoH factor,healthypeople,35414037.0,0.5
2509,associates,-1,PwD,MESH:C000719191,Disease,ncbi_mesh,-1,care,,SDoH factor,healthypeople,38427488.0,0.714285714
2510,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,partner,,SDoH factor,healthypeople,31547914.0,1.0
2511,associates,-1,aging,MESH:D019588,Disease,ncbi_mesh,-1,inclusion,,SDoH factor,healthypeople,34324633.0,0.4
2512,associates,-1,aging,MESH:D019588,Disease,ncbi_mesh,-1,minoritized populations,,SDoH factor,healthypeople,34324633.0,0.6
2513,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,residents,,SDoH factor,healthypeople,32416522.0,0.666666667
2514,associates,-1,PSEN1,5663,Gene,ncbi_gene,-1,families,,SDoH factor,healthypeople,38160354.0,1.0
2515,associates,-1,APOE,348,Gene,ncbi_gene,-1,gender,,SDoH factor,healthypeople,38160354.0,1.0
2516,associates,-1,cancers,MESH:D009369,Disease,ncbi_mesh,-1,environmental,,SDoH factor,healthypeople,30385824.0,1.0
2517,associates,-1,diabetes,MESH:D003920,Disease,ncbi_mesh,-1,environmental,,SDoH factor,healthypeople,30385824.0,1.0
2518,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,occupation,,SDoH factor,healthypeople,34388948.0,0.666666667
2519,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,occupation-based SEP,,SDoH factor,healthypeople,34388948.0,0.555555556
2520,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,palliative care,,SDoH factor,healthypeople,37311202.0,0.5
2521,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,Family,,SDoH factor,healthypeople,37311202.0,0.5
2522,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,communication skills,,SDoH factor,healthypeople,37543608.0,0.5
2523,associates,-1,stroke,MESH:D020521,Disease,ncbi_mesh,-1,treatment,,SDoH factor,healthypeople,36372056.0,0.5
2524,associates,-1,COPD,MESH:D029424,Disease,ncbi_mesh,-1,treatment,,SDoH factor,healthypeople,36372056.0,1.0
2525,associates,-1,Alzheimer's,MESH:D000544,Disease,ncbi_mesh,-1,check-up,,SDoH factor,healthypeople,36372056.0,0.5
2526,associates,-1,APOE,348,Gene,ncbi_gene,-1,educational attainment,,SDoH factor,healthypeople,38553838.0,1.0
2527,associates,-1,PwD,MESH:C000719191,Disease,ncbi_mesh,-1,community,,SDoH factor,healthypeople,35770371.0,0.6
2528,associates,-1,PwD,MESH:C000719191,Disease,ncbi_mesh,-1,community-dwelling,,SDoH factor,healthypeople,35770371.0,0.4
2529,associates,-1,cognitive impairment,MESH:D003072,Disease,ncbi_mesh,-1,neighbourhood greenness,,SDoH factor,healthypeople,33941628.0,0.5
2530,associates,-1,Alzheimer's Disease,MESH:D000544,Disease,ncbi_mesh,-1,community-based cohort,,SDoH factor,healthypeople,34057090.0,0.5
2531,associates,-1,Asp333Gly,tmVar:p|SUB|D|333|G;HGVS:p.D333G;VariantGroup:3;CorrespondingGene:5663;RS#:121917809;CorrespondingSpecies:9606;CA#:258124,Variant,litvar,-1,family,,SDoH factor,healthypeople,37176125.0,1.0
2532,associates,-1,MCI,MESH:D060825,Disease,ncbi_mesh,-1,healthcare systems,,SDoH factor,healthypeople,36987943.0,1.0
2533,associates,-1,dementias,MESH:D003704,Disease,ncbi_mesh,-1,healthcare systems,,SDoH factor,healthypeople,36987943.0,1.0
2534,associates,-1,dementias,MESH:D003704,Disease,ncbi_mesh,-1,family-centered care,,SDoH factor,healthypeople,31900066.0,0.5
2535,associates,-1,RD,MESH:D000077733,Disease,ncbi_mesh,-1,family-centered care,,SDoH factor,healthypeople,31900066.0,0.5
2536,associates,-1,vascular dementia,MESH:D015140,Disease,ncbi_mesh,-1,PM10,,SDoH factor,healthypeople,36763275.0,0.5
2537,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,firearm safety,,SDoH factor,healthypeople,35398367.0,0.6
2538,associates,-1,mental health or behavioral problems,MESH:D000076082,Disease,ncbi_mesh,-1,health care professionals,,SDoH factor,healthypeople,35398367.0,1.0
2539,associates,-1,mental health or behavioral problems,MESH:D000076082,Disease,ncbi_mesh,-1,physicians,,SDoH factor,healthypeople,35398367.0,1.0
2540,associates,-1,mental health or behavioral problems,MESH:D000076082,Disease,ncbi_mesh,-1,routine care,,SDoH factor,healthypeople,35398367.0,0.5
2541,associates,-1,mental health or behavioral problems,MESH:D000076082,Disease,ncbi_mesh,-1,family member,,SDoH factor,healthypeople,35398367.0,0.5
2542,associates,-1,mental health or behavioral problems,MESH:D000076082,Disease,ncbi_mesh,-1,firearm safety,,SDoH factor,healthypeople,35398367.0,1.0
2543,associates,-1,alcohol,MESH:D000438,Chemical,ncbi_mesh,-1,health care professionals,,SDoH factor,healthypeople,35398367.0,1.0
